function,2.5,5.7
AminoAcid_Creatine_OneCarbon,21.642205280160827,23.99121218209024
Astrocyte_Metabolic_Support,31.566453651227377,51.761270727595615
Autophagy_Proteostasis,39.71955262779154,46.22911860333258
Glucose_Nutrient_Transport,70.66892407921964,75.88280262334182
GrowthFactor_Metabolic_Signaling,24.36062966005093,25.050013922679636
Immune_Metabolic_Crosstalk,7.252740909184919,11.11633082003611
Ion_Signaling_EnergyCoupling,74.74333197816429,74.14593259336483
Lipid_Metabolism_Transport,27.13782701519346,31.026153150496043
Redox_Lysosomal_Metabolism,7.432265194652109,6.669522906649724
Synaptic_Energy_Demand,41.46867126120792,49.83325685159334
Vascular_Nutrient_Coupling,10.98461918683316,11.077682607000439
